channel_id,title,sub_count,video_count,view_count,engagement,country,exported_already,date_of_export,embed_url
UC1opHUrw8rvnsadT-iGp7Cg,Aqua Ch. 湊あくあ,689000,89,28410652,41.234618287373,JP,False,,
UCRzzwLpLiUNIs6YOPe33eMg,ChainsmokersVEVO,11600000,188,10047865762,866.1953243103449,,False,,
UCIchCOLwLBMD87quHlNuXjQ,울산큰고래 박성주,878000,3431,599619989,682.9384840546697,KR,False,,
UCLA_DiR1FfKNvjuUpBHmylQ,NASA,7500000,4986,498628520,66.48380266666666,,False,,
UCGGhM6XCSJFQ6DTRffnKRIw,Muse,3030000,169,1878568311,619.9895415841584,,False,,
UCvu362oukLMN1miydXcLxGg,EllieGouldingVEVO,7730000,127,5425113374,701.8257922380336,US,False,,
UCyjuFsbclXyntSRMBAILzbw,2CELLOS,5310000,201,1241344638,233.7748847457627,HR,False,,
UCe3I9BAVCzf9oACYU1EtrxA,FallOutBoyVEVO,3550000,176,2136252793,601.761350140845,,False,,
UCXJDX1KK6t121Z9FLhu5o2A,PinkVEVO,7330000,149,5503548838,750.825216643929,,False,,
UCGCZAYq5Xxojl_tSXcVJhiQ,ANNnewsCH,1440000,56359,1343509227,932.99251875,JP,False,,
UCbpMy0Fg74eXXkvxJrtEn3w,Bon Appétit,5990000,1149,1388040851,231.72635242070118,US,False,,
UCsXfDf1CDgU3SCt0gxJNXGg,justintimberlakeVEVO,6430000,68,4725741102,734.9519598755832,,False,,
UC2-BeLxzUBSs0uSrmzWhJuQ,20th Century Studios,4110000,2189,2307700420,561.4842871046229,,False,,
UC9U4nIDyIzzelXrjNQXNvxA,Pânico Jovem Pan,2370000,5934,621104540,262.06942616033757,BR,False,,
UCgxTPTFbIbCWfTR9I2-5SeQ,Навальный LIVE,1980000,2379,545119870,275.31306565656564,RU,False,,
UCE2606prvXQc_noEqKxVJXA,ABS-CBN News,10300000,134053,6507852793,631.8303682524272,PH,False,,
UC2YnEq5Fc5_zEO6bo0oNzCQ,melanie martinez,11500000,89,2371224820,206.19346260869565,US,False,,
UCkH3CcMfqww9RsZvPRPkAJA,Nintendo 公式チャンネル,1570000,2566,869570356,553.8664687898089,JP,False,,
UCLZBXiS9ZrIXgKBs_SMfGBQ,少康戰情室,927000,11406,907844513,979.3360442286947,TW,False,,
UCqC_GY2ZiENFz2pwL0cSfAw,Green Day,4720000,204,2451066057,519.2936561440678,US,False,,
UC4-TgOSMJHn-LtY4zCzbQhw,ShawnMendesVEVO,10900000,120,8223495935,754.4491683486239,,False,,
UC6rwiIxv0w2fbmmr66wl1rA,Luan Santana,10200000,345,3498004327,342.9416006862745,BR,False,,
UCQ5kHOKpF3-1_UCKaqXARRg,OneRepublicVEVO,5690000,171,5156363470,906.2150210896309,,False,,
UCfwP2H1CDJvssk6g2pm8EgA,gymvirtual,10500000,1116,1708980253,162.7600240952381,ES,False,,
UCYp3rk70ACGXQ4gFAiMr1SQ,Rammstein Official,5130000,121,2773402478,540.624264717349,DE,False,,
UC9TO_oo4c_LrOiKNaY6aysA,Daddy Yankee,31100000,354,11443782418,367.9672803215434,PR,False,,
UCb-vZWBeWA5Q2818JmmJiqQ,Oscars,1770000,3634,1095465742,618.9071988700565,,False,,
UCfLTxnQboSLcoSakgONmukQ,Henrique e Juliano,12500000,202,8595874643,687.66997144,BR,False,,
UCY5fcqgSrQItPAX_Z5Frmwg,KADOKAWAanime,1350000,4394,732477114,542.57564,JP,False,,
UCVrPiUtl29kULN2HIAm244Q,LordeVEVO,3520000,64,1597880396,453.9432943181818,,False,,
UC1sELGmy5jp5fQUugmuYlXQ,Minecraft,5410000,469,995786256,184.06400295748614,SE,False,,
UCQsH5XtIc9hONE1BQjucM0g,Ligue 1 Uber Eats,1610000,14347,548535321,340.70516832298136,FR,False,,
UCccjdJEay2hpb5scz61zY6Q,NBC,734000,345,74993058,102.17037874659401,US,False,,
UCfb-Ly0RXaUGxglFJmPji1g,Warner Music Japan,2400000,2172,2040144028,850.0600116666667,JP,False,,
UCajrNVKvG2xVlVcSr3GcsDA,Telemundo,11000000,17431,6207002144,564.2729221818182,US,False,,
UCl2aT0nRejTCQO_LHZAftBw,UNIVERSAL MUSIC JAPAN,4120000,6637,2841578588,689.703540776699,JP,False,,
UCrFDdD-EE05N7gjwZho2wqw,Thairath,9860000,155516,6689508745,678.4491627789047,TH,False,,
UC5cqeAzY9MJBiSuAtOlv6LQ,DaddyYankeeVEVO,3970000,41,2947261811,742.3833277078086,US,False,,
UCL64gn1KZ1C-u87BGQv3b6w,Jorge & Mateus Oficial,13500000,247,5639907056,417.770893037037,BR,False,,
UCA_23dkEYToAc37hjSsCnXA,MixiGaming,4000000,981,954417656,238.604414,VN,False,,
UCOqCunaF9qVN8bXwsK0HT3g,펜앤드마이크TV,646000,8553,422161674,653.5010433436532,KR,False,,
UCeLHszkByNZtPKcaVXOCOQQ,Post Malone,19700000,38,1745575721,88.60790461928934,US,False,,
UC_SI1j1d8vJo_rYMV5o_dRg,ポケモン公式YouTubeチャンネル,1380000,726,513769885,372.297018115942,,False,,
UC_IRYSp4auq7hKLvziWVH6w,Pixar,5070000,595,2602759198,513.3647333333333,US,False,,
UCwfEOn0O1DWcyTgzVVu28ig,Marília Mendonça,20100000,103,11276341528,561.012016318408,BR,False,,
UCciJLMuECsXuOyhA4FO48Sg,Wesley Safadão,11800000,322,5670881608,480.58318711864405,BR,False,,
UCyGa1YEx9ST66rYrJTGIKOw,UEFA,2630000,3069,598398620,227.52799239543725,CH,False,,
UCSkLRGGIGKOtinamhcy_42g,わいわいゲーム実況チャンネル[YCH],398000,1628,241183444,605.9885527638191,JP,False,,
UCsRM0YB_dabtEPGPTKo-gcw,Adele,22200000,13,178108378,8.02289990990991,,False,,
UCmfFGTSsfJVu6CGvL8r75qg,MarkRonsonVEVO,3760000,109,4545714587,1208.9666454787234,,False,,
UCXzGWycANrrfyBmzX6JMsvQ,Fortnite - Topic,5380000,0,0,0.0,,False,,
