video_id,channel_id,video_title,description,channel_title,view_count,exported_already,date_of_export,embed_url
1jtkuAVLdtA,UC1xnncYc7586km_rIYQLtLQ,1jtkuAVLdtA,"Patrick Stewart and Mark Hamill, two legendary cultural icons, come together to settle the greatest debate of all time - what’s for dinner?

Learn more about Uber Eats: https://www.ubereats.com/?utm_source=youtube-organic&utm_campaign=youtube-organic_1_-99_US-National_e_all_acq_fix_en_ctao_description

SUBSCRIBE: https://www.youtube.com/channel/UC1xnncYc7586km_rIYQLtLQ?sub_confirmation=1
 
About Uber Eats:
Uber Eats is a food delivery app from Uber that makes getting great food from your favorite local restaurants as easy as requesting a ride. Are you a Restaurant looking to partner with us? Sign up here: https://about.ubereats.com/restaurants/
 
Connect with Uber Eats: 
Deliver with Uber Eats: https://ubr.to/2PBO1I7
Order food with Uber Eats: http://bit.ly/2wjS6bY
Like Uber Eats on FACEBOOK: https://www.facebook.com/UberEats
Follow Uber Eats on TWITTER: https://twitter.com/UberEats
Follow Uber Eats on INSTAGRAM: https://www.instagram.com/ubereats/

Showdown :45 | Tonight I'll Be Eating... | Uber Eats 
https://www.youtube.com/ubereats",Showdown :45 | Tonight I'll Be Eating... | Uber Eats,212694,False,,https://www.youtube.com/embed/1jtkuAVLdtA
D_mh1Rq35ZM,UCnkp4xDOwqqJD7sSM3xdUiQ,D_mh1Rq35ZM,"What makes hip hop un-coverable? Why don't rappers ever cover other rappers?
The first 1000 people click this link will get a free trial of Skillshare Premium Membership!
https://skl.sh/adamneely09201

Watch this video without ads over at my streaming service Nebula!
https://watchnebula.com/videos/adam-neely-why-rap-covers-dont-exist

Ethan Hein's blog:
http://www.ethanhein.com/wp/

More sources:
https://docs.google.com/document/d/13SC7gHMrX-Su7pvjprG-UqL2ZFIWTqGxOEMFi0-gXtI/edit?usp=sharing

(⌐■_■)

⦿ Adam Neely T-shirts! ⦿
https://teespring.com/stores/adam-neely-merchandise

⦿ SUPPORT ME ON PATREON ⦿
http://www.patreon.com/adamneely

⦿ FOLLOW ME ON THE INTERNETS ⦿
http://www.facebook.com/adamneely
http://www.instagram.com/its_adamneely

⦿ Check out some of my music ⦿
http://sungazermusic.bandcamp.com
http://insideoutsidemusic.bandcamp.com
http://adamneelymusic.bandcamp.com

Peace,
Adam",Rap Cover Songs Do Not Exist (and here is why),184385,False,,https://www.youtube.com/embed/D_mh1Rq35ZM
-pOK1r5E_cs,UCwhe-6skwaZxLomc-U6Wy1w,-pOK1r5E_cs,"Bryson Tiller - ""Always Forever"": https://brysontiller.lnk.to/AlwaysForever

New Album in the Fall.
 
Follow Bryson Tiller
https://www.instagram.com/brysontiller
https://twitter.com/brysontiller
http://twitch.tv/gawdtilla   
https://soundcloud.com/brysontiller
https://trapsoul.com/",Bryson Tiller - Always Forever (Visualizer),380673,False,,https://www.youtube.com/embed/-pOK1r5E_cs
RaURGrqFh1A,UCpcqUJ8sf8a40TTBpu6Ca4A,RaURGrqFh1A,"Welcome back to my channel! 

SUPER excited about the iOS 14 update so I went ahead and customized my phone. This quick + straight to the point video shows you how to do this!

Widgetsmith: https://apps.apple.com/us/app/widgetsmith/id1523682319
Apple Shortcuts App 

Cow wallpaper: https://www.pinterest.ca/pin/457115430933247786/
Star/moon wallpaper: https://www.pinterest.ca/pin/685884218244498914/?nic_v2=1a7epIQx2
My Pinterest: https://www.pinterest.ca/janicestudiess/

------------------------------------------------------------

Check out my iPad-related videos! ✏️

Best iPad notetaking features: https://youtu.be/uqiFLbnNH74
iPad Pro unboxing: https://youtu.be/WnLWqA16lc8
How I take notes on the iPad: https://youtu.be/2SuXEWX2IgI
How I set up my notes on the iPad: https://youtu.be/5c3W-nnwqn8
How to draw diagrams on the iPad: https://youtu.be/wYqZ4_DKAG0
Tips for writing on the iPad: https://youtu.be/iIMvdDxrlzY
Paperlike application & review: https://youtu.be/Fwims4rm8rg
My experience with the budget iPads: https://youtu.be/8Atw_seT8Zs
How to import templates on the iPad: https://youtu.be/h8tvH6GEgOs

------------------------------------------------------------

🌱 my other platforms

Instagram: http://www.instagram.com/janicestudies/
Twitter: https://twitter.com/imjanicestudies
Podcast (Anchor): https://anchor.fm/janice-studies
Podcast (Spotify): https://spoti.fi/2BqjZVk
Website (free downloads & wallpapers): https://janicestudies.com/
Shop my fave products: https://www.amazon.com/shop/influencer-2b6e147f

------------------------------------------------------------

⭐ business inquiries only

NEW e-mail
hellojanicestudies@gmail.com

------------------------------------------------------------

💼 products i use

*iPad Pro 12.9 (2020)"": https://amzn.to/2CHtMqI
*Apple Magic Keyboard: https://amzn.to/32OHqmp
*Paperlike Screen Protector: https://paperlike.com/janice4
*Apple Pencil (2nd gen): https://amzn.to/30FYNU2
*Apple Pencil Sleeve: https://amzn.to/3huKIzj
GoodNotes 4/5 
Notability
*HP Omen Gaming Computer: https://amzn.to/2YJu6eO
*CoolerMaster Mechanical Keyboard: https://amzn.to/2FMB4XP
WASD Keyboards Cat Keycaps: https://www.wasdkeyboards.com/cat-cherry-mx-keycap.html 
*Macbook Air: https://amzn.to/2Q8erBB
*Seagate 2TB Portable External Hard Drive: https://amzn.to/2ME08qi
*Zover Silicone Grip for Apple Pencil: https://amzn.to/2C290RG
*Extended Mouse Pad: https://amzn.to/3cpOfws

*these are affiliate links that help me earn a small commission at no additional cost to you!

Sign up for a 6-month Amazon Prime Student trial: https://amzn.to/2CeEYdw

-----------------------------------------------------------

💬 help add subtitles/CCs to my videos (all languages welcome)
https://bit.ly/2xOMRo5

------------------------------------------------------------

🎵 music credits

autumn stroll & daydream - reggie san miguel
https://thmatc.co/?l=D57FA6E4


#ios14 #phonecustomization",iOS 14 iPhone home screen customization + widgets/app icons! ✨*EASY HOW-TO*,317380,False,,https://www.youtube.com/embed/RaURGrqFh1A
t0IEafowqb0,UCEEBaIgpK6qimlCLavI7XxQ,t0IEafowqb0,"How to customize your iPhone home screen with the new iOS 14 update!! 
I show you how to create your own custom & aesthetic home screen using widget smith & color widgets !! I Also go over some of the new features the iOS 14 update has to offer! These new aesthetic home screens are super cute and easy to do & I hope you guys enjoyed 💕
Thank you so much for watching & subscribe to see more ! ✨

🦋SOCIAL  
IG: @samanthaarandazzo
TikTok: @samanthaa.nicole
Pinterest : @samanthanicolee_
🦋 MUSIC 
Music by VALNTN - Mona Lisa - https://thmatc.co/?l=A9A8870B 
Music by VALNTN - Mona Lisa (Acoustic Version) - https://thmatc.co/?l=29AE058B 
Music by Goosetaf - Bumblebee - https://thmatc.co/?l=55748E6A",HOW TO CUSTOMIZE YOUR IPHONE WIITH iOS 14!! *simple & aesthetic*,1139467,False,,https://www.youtube.com/embed/t0IEafowqb0
oQrIbBqV2Ew,UCyC_4jvPzLiSkJkLIkA7B8g,oQrIbBqV2Ew,"Donate to The Upside Fund: https://found.ee/LS_TheUpsideFund
Get the Artemis Comic: https://found.ee/LSmerch

My new album Artemis is out now! https://found.ee/LS_Artemis
Head here for tour dates, tickets, and VIP upgrades: http://www.lindseystirling.com/
Play some Lindsey trivia: https://found.ee/LS_Trivia_yt

Watch the full String Sessions playlist here: https://found.ee/LS_StringSessions
Listen to the String Sessions podcast here: https://found.ee/StringSessions_Podcast

Directors: Stephen Wayne Mallett & Lindsey Stirling
Production Company: Green Glow Films
Choreographer: Jillian Meyers
Stunt Coordinator: Nate Lee
Editors: Lindsey Stirling & Stephen Wayne Mallett
Head of Production: Brooklynn Reeves Mallett
Producer: Hans Boysen
Cinematographer: Niels Lindelien
Head of VFX: Daniel Craven
VFX By: Alex Bradley, Mitch Reaser, Steve Gallant
Colorist: Loren White
Rep for Stephen Mallett: Laure Scott

Follow me here:
https://www.facebook.com/lindseystirlingmusic
https://twitter.com/LindseyStirling
http://www.instagram.com/LindseyStirling
http://www.instagram.com/LindseyStirling
http://www.lindseystirling.com

Sheet Music Here: https://lindseystirlingsheetmusic.com

Sign up for my super-cool newsletter here:
http://lindseystirling.fanbridge.com

#LindseyStirling #TilTheLightGoesOut #Artemis",Lindsey Stirling - Til The Light Goes Out,685019,False,,https://www.youtube.com/embed/oQrIbBqV2Ew
juJE80qiZF4,UCa6vGFO9ty8v5KZJXQxdhaw,juJE80qiZF4,Jimmy and Jennifer Aniston practice social distancing while presenting the Emmy for Outstanding Lead Actress in a Comedy Series. Jimmy almost ruins the Emmys but Jen saves the day! #Emmys,Jennifer Aniston Saves the Emmys!,1131416,False,,https://www.youtube.com/embed/juJE80qiZF4
KtikpxnDUIo,UCEli52HZqbog3LQr5sRzL1A,KtikpxnDUIo,"All hail the Tik Tok Tech Tokers because without them I wouldn't know how to make this setup, if you like the setup or this video helped you to customize your own setup, I am glad I could help! 

How did I make this setup? https://youtu.be/hxHvJO8_MHk

Wigetsmith - https://apple.co/2RFSGuR
Color Widgets - https://apple.co/2ZVoYX3
Photo Widgets - https://apple.co/3mzISRc
Motivation - https://apple.co/3j09j00

Help me reach 70,000 subscribers! Click here to subscribe! ► http://bit.ly/2lCV7vH
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
Follow me on TikTok: https://www.tiktok.com/@shevi2x
My Gear: https://www.amazon.ca/shop/shevonsalmon
Join the Discord Group: https://discord.gg/9YAW3bX
Wallpapers: http://bit.ly/2BRuATU

Sponsored by: https://paperlike.com/shevon
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

Exclusive Discount Code On RhinoShield

- Code: SHEVON (10% off entire order) 
- Link: http://rhinoshield.io?ref=SHEVON

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
▼ Join the conversation! ▼
🔘Twitter: http://bit.ly/2hYeWeZ
🔘Instagram: http://bit.ly/32NeJn9
🔘Snapchat: http://bit.ly/2ijAPGz
🔘SS7 Merchandise: http://bit.ly/2ozZDNU 

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

● ● ● Business Inquiries: shevonsalmon@gmail.com ● ● ●

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
▬",iOS 14 Home Screen Customization with Widgets + Organization Tips/Tricks!,693923,False,,https://www.youtube.com/embed/KtikpxnDUIo
X0bEyJUSsmM,UCE_--R1P5-kfBzHTca0dsnw,X0bEyJUSsmM,"Alicia Keys goes Sneaker Shopping with Complex's Joe La Puma at Stadium Goods in New York City and talks about women getting their own sneaker collaborations, the time she surprised Swizz Beatz with vintage Air Jordans, and why she loves the Ben & Jerry's x Nike SB Dunk Low.

Subscribe to Complex on YouTube: https://www.youtube.com/channel/UCE_--R1P5-kfBzHTca0dsnw?sub_confirmation=1

Check out more of Complex here:
http://www.complex.com
https://twitter.com/Complex
https://www.facebook.com/complex
http://instagram.com/complex
https://plus.google.com/+complex/

COMPLEX is a community of creators and curators, armed with the Internet, committed to surfacing and sharing the voices and conversations that define our new America. Our videos exemplify convergence culture, exploring topics that include music, sneakers, style, sports and pop culture through original shows and Complex News segments. Featuring your favorite celebrities, authoritative commentary, and a unique voice, our videos make culture pop.",Alicia Keys Goes Sneaker Shopping With Complex,639201,False,,https://www.youtube.com/embed/X0bEyJUSsmM
e7qNtwOW5N4,UCgJhsxfjeqCMSdhV2zfGZyw,e7qNtwOW5N4,"I've never had cheesy ramen before. At least, not like this. ;-)

Tae AND Lou's IG: https://www.instagram.com/taeandlou/ 
Tae's Instagram: https://www.instagram.com/brklynbreed/ 
Lou's Instagram: https://www.instagram.com/ellemachele/ 
Business inquiries: twosidesonescale@yahoo.com",CHEESY SPICY KING CRAB RAMEN MUKBANG,212070,False,,https://www.youtube.com/embed/e7qNtwOW5N4
